作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Extrovert,Sensing,Thinking,Judging,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_IE1,SelfPersonality_IE2,SelfPersonality_IE3,SelfPersonality_IE4,SelfPersonality_SN1,SelfPersonality_SN2,SelfPersonality_SN3,SelfPersonality_SN4,SelfPersonality_FT1,SelfPersonality_FT2,SelfPersonality_FT3,SelfPersonality_FT4,SelfPersonality_PJ1,SelfPersonality_PJ2,SelfPersonality_PJ3,SelfPersonality_PJ4,BrandPersonality_IE1,BrandPersonality_IE2,BrandPersonality_IE3,BrandPersonality_IE4,BrandPersonality_SN1,BrandPersonality_SN2,BrandPersonality_SN3,BrandPersonality_SN4,BrandPersonality_FT1,BrandPersonality_FT2,BrandPersonality_FT3,BrandPersonality_FT4,BrandPersonality_PJ1,BrandPersonality_PJ2,BrandPersonality_PJ3,BrandPersonality_PJ4,InfluencerPersonality_IE1,InfluencerPersonality_IE2,InfluencerPersonality_IE3,InfluencerPersonality_IE4,InfluencerPersonality_SN1,InfluencerPersonality_SN2,InfluencerPersonality_SN3,InfluencerPersonality_SN4,InfluencerPersonality_FT1,InfluencerPersonality_FT2,InfluencerPersonality_FT3,InfluencerPersonality_FT4,InfluencerPersonality_PJ1,InfluencerPersonality_PJ2,InfluencerPersonality_PJ3,InfluencerPersonality_PJ4,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_IE1,ExtendedPersonality_IE2,ExtendedPersonality_IE3,ExtendedPersonality_IE4,ExtendedPersonality_SN1,ExtendedPersonality_SN2,ExtendedPersonality_SN3,ExtendedPersonality_SN4,ExtendedPersonality_FT1,ExtendedPersonality_FT2,ExtendedPersonality_FT3,ExtendedPersonality_FT4,ExtendedPersonality_PJ1,ExtendedPersonality_PJ2,ExtendedPersonality_PJ3,ExtendedPersonality_PJ4,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,Discrepancy1_E,Discrepancy1_I,Discrepancy1_S,Discrepancy1_N,Discrepancy1_T,Discrepancy1_F,Discrepancy1_J,Discrepancy1_P,Discrepancy2_E,Discrepancy2_I,Discrepancy2_S,Discrepancy2_N,Discrepancy2_T,Discrepancy2_F,Discrepancy2_J,Discrepancy2_P,Discrepancy3_E,Discrepancy3_I,Discrepancy3_S,Discrepancy3_N,Discrepancy3_T,Discrepancy3_F,Discrepancy3_J,Discrepancy3_P,Discrepancy4_E,Discrepancy4_I,Discrepancy4_S,Discrepancy4_N,Discrepancy4_T,Discrepancy4_F,Discrepancy4_J,Discrepancy4_P,ABS_Discrepancy1_E,ABS_Discrepancy1_I,ABS_Discrepancy1_S,ABS_Discrepancy1_N,ABS_Discrepancy1_T,ABS_Discrepancy1_F,ABS_Discrepancy1_J,ABS_Discrepancy1_P,ABS_Discrepancy2_E,ABS_Discrepancy2_I,ABS_Discrepancy2_S,ABS_Discrepancy2_N,ABS_Discrepancy2_T,ABS_Discrepancy2_F,ABS_Discrepancy2_J,ABS_Discrepancy2_P,ABS_Discrepancy3_E,ABS_Discrepancy3_I,ABS_Discrepancy3_S,ABS_Discrepancy3_N,ABS_Discrepancy3_T,ABS_Discrepancy3_F,ABS_Discrepancy3_J,ABS_Discrepancy3_P,ABS_Discrepancy4_E,ABS_Discrepancy4_I,ABS_Discrepancy4_S,ABS_Discrepancy4_N,ABS_Discrepancy4_T,ABS_Discrepancy4_F,ABS_Discrepancy4_J,ABS_Discrepancy4_P,filter_$
vwkjg9n8V6b,BMDob9ke,2025-01-06 22:51:41,2025-01-06 23:11:20,1179,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,120.219.114.87,113.8284284,34.0092877,河南省,许昌市,COMPUTER,Windows,Chrome,1680px*1050px,1,0,0,0,0,2,2,4,6,1,3,4,4,4,5,3,1,4,4,2,1,4,3,1,1,2,1,2,2,2,1,4,5,5,3,4,1,1,1,4,2,5,3,2,1,1,2,5,2,3,1,2,2,1,1,4,4,4,1,4,5,5,4,5,4,5,4,4,5,4,5,2,2,1,1,3,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,4,2,5,4,2,3,2,1,2,2,2,2,69498.2,111106.6,51488.3,1,0,1,-5,2,1,1,0,5,-6,-1,0,3,-1,-5,3,-1,0,-4,5,-2,-1,-6,2,-5,6,-2,0,-3,1,0,-1,1,0,1,5,2,1,1,0,5,6,1,0,3,1,5,3,1,0,4,5,2,1,6,2,5,6,2,0,3,1,0,1,1
mNVyAWYwvXK,Ke5OQjy7,2025-01-06 22:40:57,2025-01-06 22:57:45,1008,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,112.40.5.86,123.1829167,41.2696443,辽宁省,辽阳市,COMPUTER,Mac OS X,Safari,1440px*900px,1,0,0,0,0,2,2,4,2,1,2,4,2,2,3,4,2,2,4,4,3,4,2,5,4,5,5,4,1,5,1,5,2,5,1,4,1,1,1,5,1,4,1,2,1,4,1,2,1,2,1,3,1,2,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,3,4,1,2,1,3,1,4,2,3,1,2,1,3,2,3,2,2,2,2,2,2,4,2,4,4,2,2,3,2,3,4,2,2,32261,71870,96054,3,0,6,-1,0,0,5,0,0,-3,2,-2,3,-3,6,-7,-3,0,-3,0,0,0,-3,-2,0,3,1,1,-3,3,-4,5,3,0,6,1,0,0,5,0,0,3,2,2,3,3,6,7,3,0,3,0,0,0,3,2,0,3,1,1,3,3,4,5,1
mNVyakRwVQn,p7YprqbM,2025-01-06 22:31:52,2025-01-06 22:44:05,733,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,120.87.239.159,116.6621280,23.3854770,广东省,汕头市,COMPUTER,Windows,Chrome,1440px*960px,1,0,0,0,0,2,2,5,3,1,3,2,2,1,1,4,4,4,5,4,2,5,3,4,1,5,4,3,1,4,2,5,4,4,3,1,2,2,1,5,4,4,3,3,1,4,1,4,4,2,3,2,2,1,1,2,2,2,2,5,4,4,5,5,4,3,4,5,5,3,4,4,1,2,2,4,4,5,5,2,2,1,1,3,2,4,4,2,1,1,2,2,4,5,4,3,2,4,3,1,2,2,2,2,40611.7,78760.9,25851.3,0,-1,3,0,0,0,5,-3,-4,-1,2,2,6,-2,5,-1,-1,0,0,-2,0,0,-2,1,3,0,1,-4,-6,2,-2,-1,0,1,3,0,0,0,5,3,4,1,2,2,6,2,5,1,1,0,0,2,0,0,2,1,3,0,1,4,6,2,2,1,1
mNVyEzDZ0wD,5LmX99p7,2025-01-06 22:28:49,2025-01-06 22:39:36,647,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,120.229.148.35,113.6753600,22.8160850,广东省,东莞市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,0,0,2,2,4,3,1,3,5,4,4,4,5,2,4,5,4,4,5,2,5,1,4,4,1,1,4,1,5,2,5,4,3,1,1,1,4,1,4,2,2,1,3,1,4,4,1,2,5,1,1,2,2,2,3,2,4,5,4,4,5,4,5,4,4,5,4,5,4,1,3,1,5,2,5,2,5,2,1,1,4,2,5,2,2,1,2,1,1,4,2,1,2,1,4,5,1,1,2,2,2,30959.3,22583.4,26095.2,0,0,5,0,-2,1,3,1,4,-6,4,3,3,-3,4,-1,2,0,0,2,2,-1,1,-1,-2,6,1,-1,-3,3,0,1,0,0,5,0,2,1,3,1,4,6,4,3,3,3,4,1,2,0,0,2,2,1,1,1,2,6,1,1,3,3,0,1,1
nZo82Yzn5Xa,5M2xX5aL,2025-01-06 22:19:23,2025-01-06 22:29:06,583,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,117.139.250.142,104.0781105,30.6602396,四川省,成都市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,0,0,2,1,5,4,1,3,3,1,2,2,4,2,3,4,3,2,4,2,5,2,2,2,3,2,4,3,4,2,2,3,2,2,4,4,4,2,4,3,2,2,3,2,4,3,2,2,3,4,2,2,3,2,2,3,4,3,3,2,4,3,4,4,4,4,4,2,3,2,4,2,2,2,4,2,3,4,2,4,3,3,1,4,2,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,39064.9,24547.6,30193,2,-1,0,0,1,0,3,0,0,1,1,1,2,2,2,1,0,1,0,1,-1,-2,-4,-2,2,-1,-1,0,-2,-4,-3,-3,2,1,0,0,1,0,3,0,0,1,1,1,2,2,2,1,0,1,0,1,1,2,4,2,2,1,1,0,2,4,3,3,1
NPXmnybm9kv,kM1oRXkL,2025-01-07 01:00:15,2025-01-07 01:15:15,900,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,113.140.36.72,107.1513910,34.3632929,陕西省,宝鸡市,COMPUTER,Windows,Chrome,2048px*1280px,0,0,0,0,0,2,1,4,4,1,3,4,4,5,4,3,2,4,5,3,2,4,2,3,2,3,2,4,2,5,2,5,3,5,3,4,3,4,3,5,3,4,2,3,1,4,1,4,3,5,2,4,3,4,4,5,3,4,3,3,2,3,3,3,4,4,2,3,2,2,4,5,2,3,3,5,2,4,3,5,3,4,4,5,2,4,3,4,4,3,4,4,4,3,2,2,4,4,3,3,4,4,15,2,12304.8,11868.3,27937.3,2,-2,1,-1,0,1,0,1,2,-6,-2,2,-1,3,-3,2,-1,-1,-1,1,1,-1,0,0,-1,3,2,-2,2,-3,3,-1,2,2,1,1,0,1,0,1,2,6,2,2,1,3,3,2,1,1,1,1,1,1,0,0,1,3,2,2,2,3,3,1,1
Q1kVyXAjA3W,kM15v92M,2025-01-07 00:24:33,2025-01-07 00:35:32,659,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,183.220.73.183,104.0781105,30.6602396,四川省,成都市,COMPUTER,Windows,Chrome,2048px*1152px,0,0,0,0,0,2,1,4,2,1,3,3,4,3,3,4,3,5,4,4,1,4,2,3,2,3,3,4,4,4,3,3,2,3,2,4,3,4,3,5,3,4,4,2,1,3,2,4,3,4,3,4,2,3,2,4,3,5,2,2,3,2,2,3,2,3,4,4,3,2,4,4,3,5,2,3,3,4,2,5,3,4,4,4,3,4,2,3,4,3,4,3,2,1,3,1,3,4,4,3,4,4,15,2,48051.3,47499.7,32968.9,3,-4,-2,2,1,-2,0,-2,1,-4,1,1,1,1,-3,0,1,2,1,-1,1,-1,-1,2,3,2,-2,0,1,-4,2,0,3,4,2,2,1,2,0,2,1,4,1,1,1,1,3,0,1,2,1,1,1,1,1,2,3,2,2,0,1,4,2,0,1
Q1kVYZ1Z53Q,AM9Y8yrM,2025-01-06 23:15:08,2025-01-06 23:31:06,958,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,223.15.235.154,112.7328372,37.7078663,山西省,晋中市,COMPUTER,Windows,Chrome,2048px*1152px,0,0,0,0,0,2,1,4,4,1,3,2,1,2,2,4,1,2,4,5,4,4,4,4,2,2,2,4,2,5,2,5,2,5,2,5,2,4,1,4,2,5,2,4,1,4,1,4,2,5,2,4,1,4,2,5,2,4,1,4,5,4,5,4,4,5,4,5,4,5,4,4,1,4,1,4,2,5,2,4,1,4,1,4,1,4,1,2,1,2,1,2,2,1,2,2,1,2,5,1,2,1,15,2,3565.4,7492.9,27694.3,1,-2,1,0,1,0,0,-1,-4,-1,-3,1,1,-5,-3,-1,-1,2,-1,0,-1,1,-1,2,4,1,3,-1,-1,6,2,2,1,2,1,0,1,0,0,1,4,1,3,1,1,5,3,1,1,2,1,0,1,1,1,2,4,1,3,1,1,6,2,2,1
vwkjj3Jgmbn,kMrqKp6e,2025-01-06 22:44:48,2025-01-06 23:13:52,1744,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,203.56.254.252,119.3151122,26.0740670,福建省,福州市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,0,0,2,1,4,5,1,3,4,3,5,3,4,1,2,5,4,3,4,3,5,2,3,3,4,1,4,2,5,3,5,2,5,2,5,2,5,2,5,2,2,1,4,2,5,2,5,2,5,2,3,2,5,2,4,1,4,5,4,5,4,5,4,5,4,4,5,4,5,2,4,1,4,1,4,1,4,1,5,2,5,2,5,1,2,1,2,1,2,1,2,1,2,2,2,5,2,1,2,15,2,14134.9,16360.5,26199.9,2,0,0,-1,2,0,1,-1,3,-3,-4,2,0,-2,-1,-2,1,0,-2,3,-1,1,0,1,0,3,2,0,1,3,2,2,2,0,0,1,2,0,1,1,3,3,4,2,0,2,1,2,1,0,2,3,1,1,0,1,0,3,2,0,1,3,2,2,1
NPXVar0bNgm,5LwmGxqM,2025-01-06 22:58:23,2025-01-06 23:07:53,570,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,183.92.139.32,113.9313823,30.9300375,湖北省,孝感市,COMPUTER,Windows,WeChat,1707px*1067px,0,0,0,0,0,2,2,4,2,1,3,2,2,3,2,3,2,3,5,3,2,5,2,4,1,5,2,4,1,4,1,3,2,5,3,4,2,3,2,5,4,4,3,1,2,4,1,3,4,2,2,5,2,2,2,3,4,3,4,3,3,2,2,1,3,3,4,3,3,2,4,2,2,2,1,3,4,3,2,4,3,2,3,2,4,1,2,2,3,2,2,3,5,4,4,3,3,2,4,3,3,2,15,2,16228.9,14362.5,26248.6,3,1,3,1,0,0,3,1,0,-1,1,3,1,0,3,5,-4,-1,-2,-1,-1,-2,-6,1,-1,1,0,-3,-2,-2,-6,-3,3,1,3,1,0,0,3,1,0,1,1,3,1,0,3,5,4,1,2,1,1,2,6,1,1,1,0,3,2,2,6,3,1
Q1kVO8ag06G,5LwW011L,2025-01-06 22:49:29,2025-01-06 23:04:01,872,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,140.250.234.130,116.5968167,35.3961037,山东省,济宁市,COMPUTER,Windows,Chrome,1536px*864px,0,0,0,0,0,2,2,4,4,1,3,4,4,4,4,4,1,4,5,3,2,4,1,5,2,2,2,4,1,5,1,4,2,5,1,5,2,2,1,4,3,5,2,2,1,3,1,5,2,5,2,4,1,5,1,4,4,5,3,4,4,5,5,4,5,4,5,5,4,5,5,4,1,3,2,5,2,4,3,4,1,3,1,4,1,5,2,2,2,2,2,1,1,1,3,2,2,2,2,2,2,3,15,2,67278.1,20027.3,34067.5,4,0,-1,1,-2,-1,0,2,3,-6,-2,2,-2,-1,-2,3,-2,-1,0,-2,0,1,0,2,-1,5,1,-3,0,1,2,1,4,0,1,1,2,1,0,2,3,6,2,2,2,1,2,3,2,1,0,2,0,1,0,2,1,5,1,3,0,1,2,1,1
lAGQpv8zPQp,0eyKmbP7,2025-01-06 22:43:48,2025-01-06 23:02:11,1103,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,223.104.65.155,113.0909820,22.5689370,广东省,江门市,COMPUTER,Windows,Chrome,1366px*768px,0,0,0,0,0,2,2,3,3,1,3,4,4,4,4,4,1,3,4,4,2,5,2,3,2,2,2,2,2,3,2,5,2,4,1,4,3,4,3,5,3,4,3,3,1,4,1,2,2,3,2,3,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,3,3,2,3,4,5,3,4,3,4,4,4,4,5,2,4,4,4,4,5,4,4,4,5,4,2,4,4,4,5,4,4,15,2,27830.1,23556.2,27459.5,-2,-2,4,1,3,-4,5,-2,1,-6,2,1,4,-2,1,0,1,-2,0,-3,0,-2,0,0,-2,2,2,-3,-1,-4,4,-2,2,2,4,1,3,4,5,2,1,6,2,1,4,2,1,0,1,2,0,3,0,2,0,0,2,2,2,3,1,4,4,2,1
Xy4VZlnNz15,xLVZ0yaL,2025-01-06 22:40:31,2025-01-06 22:52:23,712,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,117.165.40.169,114.9385947,25.8322094,江西省,赣州市,COMPUTER,Windows,Chrome,1366px*768px,0,0,0,0,0,2,2,4,4,1,3,4,3,4,4,4,1,3,4,4,3,5,2,4,1,3,2,4,3,4,2,3,2,3,1,3,2,2,2,4,3,3,2,3,2,3,2,3,2,3,2,3,1,2,2,3,2,4,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,2,3,2,3,3,4,3,4,3,3,2,3,2,4,4,3,4,4,4,3,4,3,3,4,4,3,3,4,4,15,2,6337.8,33036.4,27476.4,2,-1,0,1,0,-1,0,0,2,-3,1,1,4,-2,0,2,-3,-1,-1,-4,1,-3,-3,-2,-3,1,-2,-4,-3,-2,-3,-4,2,1,0,1,0,1,0,0,2,3,1,1,4,2,0,2,3,1,1,4,1,3,3,2,3,1,2,4,3,2,3,4,1
vwkjRAwNaZb,leNwl6WM,2025-01-06 22:39:58,2025-01-06 22:49:45,587,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,36.143.141.17,114.5877380,36.3363790,河北省,邯郸市,COMPUTER,Windows,Chrome,1536px*864px,0,0,0,0,0,2,2,2,5,1,1,4,3,5,3,4,2,5,4,3,4,4,1,5,2,5,1,4,1,4,1,5,3,3,2,4,3,4,3,4,1,4,3,4,1,4,1,4,2,4,1,4,3,3,2,5,2,4,1,4,5,4,4,5,3,4,5,4,4,5,5,3,2,2,2,4,1,3,2,4,1,3,2,4,3,5,2,2,3,4,3,3,3,2,3,1,3,3,4,2,3,2,15,2,36834.9,17856.5,25849.8,0,0,0,-2,1,-1,-1,-1,1,-4,1,-1,0,0,1,0,-3,-2,-1,2,-1,3,1,-1,-4,2,-2,1,0,2,-1,-2,0,0,0,2,1,1,1,1,1,4,1,1,0,0,1,0,3,2,1,2,1,3,1,1,4,2,2,1,0,2,1,2,1
g90Jn5nvEkg,kMrz3VM9,2025-01-07 02:11:57,2025-01-07 02:27:53,956,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,112.49.154.229,119.3151122,26.0740670,福建省,福州市,COMPUTER,Windows,WeChat,1707px*1067px,1,1,1,0,0,3,2,4,2,1,2,4,3,2,3,3,4,4,4,3,3,4,2,3,3,2,2,4,3,4,2,5,2,4,2,4,2,2,1,4,3,4,2,5,5,5,2,4,2,4,2,3,2,2,2,4,2,4,2,5,5,5,5,5,5,5,4,4,4,5,5,4,2,5,3,5,2,4,2,3,2,2,2,4,1,4,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,3,3,35046.4,17217,23810.3,-2,2,1,0,1,1,0,-1,-4,1,-1,-2,2,-1,-3,-1,1,0,0,0,-1,-1,0,2,3,1,2,2,-2,1,3,2,2,2,1,0,1,1,0,1,4,1,1,2,2,1,3,1,1,0,0,0,1,1,0,2,3,1,2,2,2,1,3,2,1
g90YyYPQjlg,veEQgOWe,2025-01-07 00:15:26,2025-01-07 00:30:13,887,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,223.104.202.237,108.8790460,34.2188830,陕西省,西安市,COMPUTER,Windows,Chrome,1366px*768px,1,1,1,0,0,3,1,4,3,1,3,4,3,4,3,5,4,4,3,4,1,5,2,5,2,4,4,5,3,4,1,5,4,4,3,4,1,4,3,4,3,5,2,5,4,5,2,4,3,4,3,4,2,2,1,4,2,5,4,5,4,4,3,4,5,4,5,4,3,5,4,4,4,5,4,5,3,4,4,4,3,4,4,5,3,5,2,2,2,3,2,2,1,4,2,1,2,3,2,1,2,2,3,3,33199,32269.2,25355.6,-1,2,1,-1,2,-1,0,1,-2,0,1,-1,3,0,0,0,0,-4,0,0,0,-3,1,0,1,-2,0,0,-1,-4,1,1,1,2,1,1,2,1,0,1,2,0,1,1,3,0,0,0,0,4,0,0,0,3,1,0,1,2,0,0,1,4,1,1,1
Q1kVYmXlnxW,kM1bO9y7,2025-01-06 23:15:32,2025-01-06 23:29:50,858,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,180.136.228.233,108.3111942,22.8052092,广西壮族自治区,南宁市,COMPUTER,Windows,Chrome,1366px*768px,1,1,1,0,0,3,2,3,4,1,3,4,4,4,3,4,1,4,4,5,2,5,2,4,2,2,3,4,2,5,1,4,3,4,2,4,1,5,2,4,2,5,1,4,2,5,1,4,2,5,2,4,1,2,2,4,2,5,2,5,5,4,4,4,5,5,4,4,4,5,4,4,2,5,3,4,2,4,1,4,1,3,2,4,2,5,2,2,1,2,2,2,2,2,1,1,2,2,4,2,2,2,3,3,107835.3,74926.8,35299.7,0,0,-1,-1,3,0,0,1,-1,-4,-1,1,4,-1,-3,-1,0,-2,0,2,-2,0,0,-1,1,2,0,0,-3,1,3,1,0,0,1,1,3,0,0,1,1,4,1,1,4,1,3,1,0,2,0,2,2,0,0,1,1,2,0,0,3,1,3,1,1
Q1kV6lVRpyB,z7lrDdxe,2025-01-06 22:28:10,2025-01-06 22:37:34,564,1,eqUbqu,消费者性格与AI视频广告研究真人组（主研究-Study1）,123.245.241.187,121.1405057,41.1187053,辽宁省,锦州市,COMPUTER,Mac OS X,Safari,1440px*900px,1,1,1,0,0,3,2,5,3,1,2,4,3,2,2,4,4,4,4,4,2,4,2,5,2,4,4,4,3,4,3,4,2,3,3,4,2,4,2,3,3,3,2,4,4,4,3,4,3,4,3,4,2,3,3,4,2,3,3,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,4,2,3,3,4,2,3,3,4,2,4,3,4,3,3,2,3,3,2,2,4,2,3,3,4,3,3,22221,4152,23350,0,1,-1,1,1,1,-1,0,-2,2,0,0,1,1,2,-1,0,0,0,0,-1,-1,1,0,2,-1,-1,1,-1,-1,-2,1,0,1,1,1,1,1,1,0,2,2,0,0,1,1,2,1,0,0,0,0,1,1,1,0,2,1,1,1,1,1,2,1,1
lAG9w4w0xag,p7YxJPbM,2025-01-07 02:30:10,2025-01-07 02:44:37,867,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,117.181.234.154,110.1564735,22.6283449,广西壮族自治区,玉林市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,0,3,2,5,4,1,3,5,3,4,3,5,1,3,5,5,4,5,2,4,1,2,2,4,2,5,1,4,3,4,1,4,3,4,2,5,3,5,1,3,1,4,1,5,2,4,3,5,2,3,2,5,2,4,3,4,4,5,5,4,5,3,3,5,4,5,5,5,3,5,2,4,1,5,2,5,3,4,2,5,1,3,2,1,1,2,1,2,2,1,1,1,2,2,5,2,2,1,14,3,45765.9,76270.2,28632.2,2,-1,-1,1,0,-1,1,1,2,-4,-1,3,2,-2,-3,2,1,-2,1,1,1,0,-2,1,1,1,1,-1,-1,1,2,0,2,1,1,1,0,1,1,1,2,4,1,3,2,2,3,2,1,2,1,1,1,0,2,1,1,1,1,1,1,1,2,0,1
Q1kYjB6OapW,qM6zykRM,2025-01-07 01:25:10,2025-01-07 01:34:53,583,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,60.222.125.40,110.9881020,35.0234880,山西省,运城市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,0,3,1,5,3,1,3,5,3,3,4,5,3,4,5,4,2,2,2,5,1,4,5,2,5,5,1,5,4,4,4,4,4,3,4,4,1,5,4,5,4,4,2,2,4,4,4,2,4,4,4,4,2,5,1,4,4,5,3,4,3,2,2,4,4,5,5,5,3,4,1,5,3,4,3,2,5,5,2,4,4,4,1,2,3,2,1,3,1,1,2,3,3,2,5,1,2,2,14,3,25910,17038.9,28165.5,-2,0,3,0,1,0,0,-2,-1,-1,3,4,0,4,0,-3,2,2,0,2,0,1,-1,0,1,3,0,-2,1,-3,-1,1,2,0,3,0,1,0,0,2,1,1,3,4,0,4,0,3,2,2,0,2,0,1,1,0,1,3,0,2,1,3,1,1,1
WQ2VEBK4dE0,yevkQAQM,2025-01-07 00:16:39,2025-01-07 00:28:25,706,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,10.141.100.240,118.6361460,24.7449550,福建省,泉州市,COMPUTER,Windows,Chrome,1440px*900px,0,1,1,0,0,3,2,4,2,1,3,2,1,1,1,4,3,3,2,4,2,4,1,4,2,3,4,2,2,3,2,2,2,3,2,4,4,2,2,4,2,5,1,3,1,3,2,3,2,2,2,4,3,2,4,4,2,3,2,3,4,3,3,3,2,2,3,3,2,4,4,4,2,2,2,3,4,2,3,3,2,4,4,3,3,4,3,4,4,3,2,2,3,2,2,3,3,4,4,4,4,4,14,3,38733.6,32917.4,30339.6,-1,-1,0,0,0,1,2,1,-3,1,2,-3,2,4,0,-2,1,0,0,-3,1,0,-2,-3,3,-2,-2,0,-1,-3,0,0,1,1,0,0,0,1,2,1,3,1,2,3,2,4,0,2,1,0,0,3,1,0,2,3,3,2,2,0,1,3,0,0,1
WQ2VN20bZn4,BMDPNmQM,2025-01-06 22:53:59,2025-01-06 23:10:03,964,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,121.230.22.114,119.9226594,32.4832614,江苏省,泰州市,COMPUTER,Windows,Chrome,1280px*720px,0,1,1,0,0,3,2,4,3,1,3,4,4,4,4,5,2,2,5,4,2,5,1,5,2,4,4,4,1,4,1,3,2,4,1,5,2,2,2,5,2,5,2,5,2,4,1,5,2,4,1,5,2,2,1,4,2,5,1,4,5,4,4,5,5,5,4,5,4,5,4,5,2,5,3,4,3,4,2,5,2,2,2,4,1,5,2,2,1,2,2,1,1,2,1,2,2,2,5,2,2,2,14,3,60443.7,55696.9,53042,-1,1,-2,0,0,-1,1,-1,-1,-5,-2,0,2,0,0,-3,2,-3,1,-2,0,0,-1,1,2,3,1,-2,-2,-1,0,3,1,1,2,0,0,1,1,1,1,5,2,0,2,0,0,3,2,3,1,2,0,0,1,1,2,3,1,2,2,1,0,3,1
WQ2VN89vXwB,5LwYkRnM,2025-01-06 22:52:21,2025-01-06 23:07:03,882,1,ANraI3,消费者性格与AI视频广告研究真人组（mismatch-Study1）,111.183.121.30,112.6972200,30.4512920,湖北省,省直辖县级行政区划,COMPUTER,Windows,Chrome,1024px*640px,0,1,1,0,0,3,2,4,2,1,3,2,1,2,2,5,2,4,5,4,1,5,2,4,1,4,4,4,1,4,2,4,1,4,4,5,2,5,1,4,4,5,4,2,2,2,1,4,2,5,4,4,2,2,1,4,2,5,3,4,4,3,4,4,5,3,3,4,3,4,4,4,2,5,2,5,4,4,4,4,2,5,2,4,2,5,2,2,1,2,2,2,4,4,3,1,2,2,5,2,2,2,14,3,123056.2,157964.3,31367.4,4,0,-1,1,4,0,0,-3,0,0,0,3,3,0,-1,0,1,-1,1,-3,-1,-1,0,4,5,-1,0,-5,0,-1,1,1,4,0,1,1,4,0,0,3,0,0,0,3,3,0,1,0,1,1,1,3,1,1,0,4,5,1,0,5,0,1,1,1,1
